# Generated by scripts/import-romance-lexicons.py; do not edit.
# Lexical pronunciation authority: Montreal Forced Aligner Spanish dictionaries.
# Pinned mfa-models commit: d6eff86a42c6a90b641e17dfdf7a16555b934483.
# Sources: dictionary/spanish/spain_mfa/spanish_spain_mfa.dict, dictionary/spanish/latin_america_mfa/spanish_latin_america_mfa.dict.
# Source MFA phones are retained verbatim after NFC normalization.
# word	dialect-membership	mfa-phones
demandaré	spain	d̪ e m ã n d̪ a ɾ e
demandas	latin-america	d̪ e m ã n d̪ a
demandas	latin-america	d̪ e m ã n d̪ a h
demandas	spain+latin-america	d̪ e m ã n d̪ a s
demandase	spain+latin-america	d̪ e m ã n d̪ a s e
demandasen	spain	d̪ e m ã n d̪ a s ẽ n
demande	spain+latin-america	d̪ e m ã n d̪ e
demando	spain	d̪ e m ã n d̪ o
demandábamos	spain	d̪ e m ã n d̪ a β a m o s
demandáis	spain	d̪ e m ã n d̪ a j s
demandé	spain	d̪ e m ã n d̪ e
demandó	spain+latin-america	d̪ e m ã n d̪ o
demarcaciones	latin-america	d̪ e m a r k a s j o n e h
demarcaciones	latin-america	d̪ e m a r k a s j o n e s
demarcaciones	latin-america	d̪ e m a ɾ k a s j o n e h
demarcaciones	latin-america	d̪ e m a ɾ k a s j o n e s
demarcación	latin-america	d̪ e m a r k a s j õ n
demarcación	latin-america	d̪ e m a ɾ k a s j õ n
demarcación	spain	d̪ e m a ɾ k a θ j õ n
demarcada	latin-america	d̪ e m a r k a ð a
demarcada	spain+latin-america	d̪ e m a ɾ k a ð a
demarcado	spain	d̪ e m a ɾ k a ð o
demasiada	spain+latin-america	d̪ e m a s j a ð a
demasiadamente	spain	d̪ e m a s j a ð a m ẽ n t̪ e
demasiadas	latin-america	d̪ e m a s j a ð a
demasiadas	spain+latin-america	d̪ e m a s j a ð a s
demasiado	spain+latin-america	d̪ e m a s j a ð o
demasiados	latin-america	d̪ e m a s j a ð o
demasiados	latin-america	d̪ e m a s j a ð o h
demasiados	spain+latin-america	d̪ e m a s j a ð o s
demasía	spain	d̪ e m a s i a
demasías	spain	d̪ e m a s i a s
deme	spain+latin-america	d̪ e m e
demediarán	spain	d̪ e m e ð j a ɾ ã n
demencia	latin-america	d̪ e m ẽ n s j a
demencia	spain	d̪ e m ẽ n θ j a
demente	spain+latin-america	d̪ e m ẽ n t̪ e
dementes	spain	d̪ e m ẽ n t̪ e s
demersal	latin-america	d̪ e m e r s a l
demersal	spain+latin-america	d̪ e m e ɾ s a l
demetria	spain	d̪ e m e t̪ ɾ j a
demetrio	spain+latin-america	d̪ e m e t̪ ɾ j o
demiurgo	latin-america	d̪ e m j u r ɣ o
demiurgo	spain+latin-america	d̪ e m j u ɾ ɣ o
demo	spain+latin-america	d̪ e m o
democracia	latin-america	d̪ e m o k r a s j a
democracia	latin-america	d̪ e m o k ɾ a s j a
democracia	spain	d̪ e m o k ɾ a θ j a
democracias	latin-america	d̪ e m o k ɾ a s j a h
democracias	latin-america	d̪ e m o k ɾ a s j a s
democracias	spain	d̪ e m o k ɾ a θ j a s
democratacristiano	latin-america	d̪ e m o k ɾ a t̪ a c ɾ i s t̪ j a n o
democratización	latin-america	d̪ e m o k ɾ a t̪ i s a s j õ
democratización	latin-america	d̪ e m o k ɾ a t̪ i s a s j õ n
democristiano	latin-america	d̪ e m o c r i s t̪ j a n o
democristiano	latin-america	d̪ e m o c ɾ i s t̪ j a n o
democráta	latin-america	d̪ e m o k r a t̪ a
democráta	latin-america	d̪ e m o k ɾ a t̪ a
democrática	latin-america	d̪ e m o k r a t̪ i k a
democrática	spain+latin-america	d̪ e m o k ɾ a t̪ i k a
democráticamente	spain+latin-america	d̪ e m o k ɾ a t̪ i k a m ẽ n t̪ e
democráticas	latin-america	d̪ e m o k r a t̪ i k a h
democráticas	spain+latin-america	d̪ e m o k ɾ a t̪ i k a s
democrático	latin-america	d̪ e m o k r a t̪ i k o
democrático	spain+latin-america	d̪ e m o k ɾ a t̪ i k o
democráticos	latin-america	d̪ e m o k r a t̪ i k o s
democráticos	latin-america	d̪ e m o k ɾ a t̪ i k o
democráticos	latin-america	d̪ e m o k ɾ a t̪ i k o h
democráticos	spain+latin-america	d̪ e m o k ɾ a t̪ i k o s
demografía	latin-america	d̪ e m o ɣ r a f i a
demografía	latin-america	d̪ e m o ɣ ɾ a f i a
demográfica	latin-america	d̪ e m o ɣ r a f i k a
demográfica	spain+latin-america	d̪ e m o ɣ ɾ a f i k a
demográficamente	latin-america	d̪ e m o ɣ r a f i k a m ẽ n t̪ e
demográficamente	latin-america	d̪ e m o ɣ ɾ a f i k a m ẽ n t̪ e
demográficas	latin-america	d̪ e m o ɣ r a f i k a
demográficas	latin-america	d̪ e m o ɣ r a f i k a s
demográficas	latin-america	d̪ e m o ɣ ɾ a f i k a h
demográficas	latin-america	d̪ e m o ɣ ɾ a f i k a s
demográfico	latin-america	d̪ e m o ɣ r a f i k o
demográfico	spain+latin-america	d̪ e m o ɣ ɾ a f i k o
demográficos	latin-america	d̪ e m o ɣ ɾ a f i k o s
demoledor	latin-america	d̪ e m o l e ð o r
demoledor	spain+latin-america	d̪ e m o l e ð o ɾ
demoledora	spain	d̪ e m o l e ð o ɾ a
demoledores	spain	d̪ e m o l e ð o ɾ e s
demoler	spain+latin-america	d̪ e m o l e ɾ
demolerlo	spain	d̪ e m o l e ɾ l o
demoliciones	latin-america	d̪ e m o ʎ i s j o n e s
demoliciones	spain	d̪ e m o ʎ i θ j o n e s
demolición	latin-america	d̪ e m o ʎ i s j õ n
demolición	spain	d̪ e m o ʎ i θ j õ n
demolida	spain+latin-america	d̪ e m o ʎ i ð a
demolidas	latin-america	d̪ e m o ʎ i ð a h
demolidas	spain+latin-america	d̪ e m o ʎ i ð a s
demolido	spain+latin-america	d̪ e m o ʎ i ð o
demolidos	spain+latin-america	d̪ e m o ʎ i ð o s
demoliendo	spain	d̪ e m o ʎ i ẽ n d̪ o
demolieron	spain	d̪ e m o ʎ i e ɾ õ n
demolió	spain	d̪ e m o ʎ i o
demolía	spain	d̪ e m o ʎ i a
demoniaca	latin-america	d̪ e m o ɲ j a k a
demonio	spain+latin-america	d̪ e m o ɲ j o
demonios	latin-america	d̪ e m o ɲ j o
demonios	spain+latin-america	d̪ e m o ɲ j o h
demonios	spain+latin-america	d̪ e m o ɲ j o s
demontre	spain	d̪ e m õ n t̪ ɾ e
demoníaca	spain+latin-america	d̪ e m o ɲ i a k a
demoníacas	spain	d̪ e m o ɲ i a k a s
demoníaco	spain+latin-america	d̪ e m o ɲ i a k o
demoníacos	spain	d̪ e m o ɲ i a k o s
demora	spain+latin-america	d̪ e m o ɾ a
demorado	spain+latin-america	d̪ e m o ɾ a ð o
demoramos	spain+latin-america	d̪ e m o ɾ a m o s
demoran	spain	d̪ e m o ɾ ã n
demorar	spain	d̪ e m o ɾ a ɾ
demoras	spain	d̪ e m o ɾ a s
demore	spain	d̪ e m o ɾ e
demores	spain	d̪ e m o ɾ e s
demoro	latin-america	d̪ e m o ɾ o
demoró	latin-america	d̪ e m o ɾ o
demos	latin-america	d̪ e m o
demos	latin-america	d̪ e m o h
demos	spain+latin-america	d̪ e m o s
demostraba	spain+latin-america	d̪ e m o s t̪ ɾ a β a
demostraban	spain+latin-america	d̪ e m o s t̪ ɾ a β ã n
demostrable	latin-america	d̪ e m o s t̪ ɾ a β l e
demostraciones	latin-america	d̪ e m o s t̪ ɾ a s j o n e
demostraciones	latin-america	d̪ e m o s t̪ ɾ a s j o n e h
demostraciones	latin-america	d̪ e m o s t̪ ɾ a s j o n e s
demostraciones	spain	d̪ e m o s t̪ ɾ a θ j o n e s
demostración	latin-america	d̪ e m o s t̪ ɾ a s j õ
demostración	spain	d̪ e m o s t̪ ɾ a θ j õ n
demostración	spain+latin-america	d̪ e m o s t̪ ɾ a s j õ n
demostrada	spain+latin-america	d̪ e m o s t̪ ɾ a ð a
demostradas	latin-america	d̪ e m o s t̪ ɾ a ð a s
demostrado	spain+latin-america	d̪ e m o s t̪ ɾ a ð o
demostrador	spain+latin-america	d̪ e m o s t̪ ɾ a ð o r
demostrador	spain+latin-america	d̪ e m o s t̪ ɾ a ð o ɾ
demostrados	latin-america	d̪ e m o s t̪ ɾ a ð o
demostrados	latin-america	d̪ e m o s t̪ ɾ a ð o s
demostrando	spain+latin-america	d̪ e m o s t̪ ɾ ã n d̪ o
demostrar	latin-america	d̪ e m o s t̪ ɾ a r
demostrar	spain+latin-america	d̪ e m o s t̪ ɾ a
demostrar	spain+latin-america	d̪ e m o s t̪ ɾ a ɾ
demostrara	spain	d̪ e m o s t̪ ɾ a ɾ a
demostrarle	spain+latin-america	d̪ e m o s t̪ ɾ a ɾ l e
demostrarles	spain	d̪ e m o s t̪ ɾ a ɾ l e s
demostrarlo	latin-america	d̪ e m o s t̪ ɾ a r l o
demostrarlo	spain+latin-america	d̪ e m o s t̪ ɾ a ɾ l o
demostrarme	spain	d̪ e m o s t̪ ɾ a ɾ m e
demostrarnos	spain	d̪ e m o s t̪ ɾ a ɾ n o s
demostraron	spain+latin-america	d̪ e m o s t̪ ɾ a ɾ õ n
demostraros	spain	d̪ e m o s t̪ ɾ a ɾ o s
demostrarse	latin-america	d̪ e m o s t̪ ɾ a r s e
demostrarse	spain+latin-america	d̪ e m o s t̪ ɾ a ɾ s e
demostrarte	spain	d̪ e m o s t̪ ɾ a ɾ t̪ e
demostrará	spain	d̪ e m o s t̪ ɾ a ɾ a
demostrarán	spain	d̪ e m o s t̪ ɾ a ɾ ã n
demostraré	spain	d̪ e m o s t̪ ɾ a ɾ e
demostraría	spain	d̪ e m o s t̪ ɾ a ɾ i a
demostrarías	spain	d̪ e m o s t̪ ɾ a ɾ i a s
demostrase	spain	d̪ e m o s t̪ ɾ a s e
demostrasteis	spain	d̪ e m o s t̪ ɾ a s t̪ e j s
demostrativas	spain	d̪ e m o s t̪ ɾ a t̪ i β a s
demostrativo	latin-america	d̪ e m o s t̪ ɾ a t̪ i β o
demostrativos	spain	d̪ e m o s t̪ ɾ a t̪ i β o s
demostrándole	spain	d̪ e m o s t̪ ɾ ã n d̪ o l e
demostrándolo	spain	d̪ e m o s t̪ ɾ ã n d̪ o l o
demostrándome	spain	d̪ e m o s t̪ ɾ ã n d̪ o m e
demostrármelo	spain	d̪ e m o s t̪ ɾ a ɾ m e l o
demostré	spain	d̪ e m o s t̪ ɾ e
demostró	spain+latin-america	d̪ e m o s t̪ ɾ o
demudada	spain+latin-america	d̪ e m u ð a ð a
demudado	spain	d̪ e m u ð a ð o
demudados	spain	d̪ e m u ð a ð o s
demudó	spain	d̪ e m u ð o
demuelen	spain	d̪ e m w e l ẽ n
demuestra	spain+latin-america	d̪ e m w e s t̪ ɾ a
demuestran	spain+latin-america	d̪ e m w e s t̪ ɾ ã n
demuestras	spain	d̪ e m w e s t̪ ɾ a s
demuestre	spain+latin-america	d̪ e m w e s t̪ ɾ e
demuestren	spain+latin-america	d̪ e m w e s t̪ ɾ ẽ n
demuestres	spain	d̪ e m w e s t̪ ɾ e s
demuestro	spain	d̪ e m w e s t̪ ɾ o
demuéstrale	spain	d̪ e m w e s t̪ ɾ a l e
demuéstrame	spain	d̪ e m w e s t̪ ɾ a m e
demán	spain	d̪ e m ã n
demás	spain+latin-america	d̪ e m a
demás	spain+latin-america	d̪ e m a h
demás	spain+latin-america	d̪ e m a s
demérito	spain	d̪ e m e ɾ i t̪ o
deméritos	spain	d̪ e m e ɾ i t̪ o s
deméter	spain	d̪ e m e t̪ e ɾ
demócrata	spain+latin-america	d̪ e m o k r a t̪ a
demócrata	spain+latin-america	d̪ e m o k ɾ a t̪ a
demócratas	latin-america	d̪ e m o k r a t̪ a s
demócratas	latin-america	d̪ e m o k ɾ a t̪ a
demócratas	latin-america	d̪ e m o k ɾ a t̪ a h
demócratas	spain+latin-america	d̪ e m o k ɾ a t̪ a s
demócrito	latin-america	d̪ e m o c r i t̪ o
demócrito	spain+latin-america	d̪ e m o c ɾ i t̪ o
demóstenes	spain+latin-america	d̪ e m o s t̪ e n e s
demótica	latin-america	d̪ e m o t̪ i k a
den	latin-america	d̪ ẽ
den	spain+latin-america	d̪ ẽ n
denantes	spain	d̪ e n ã n t̪ e s
denario	spain	d̪ e n a ɾ j o
denarios	spain	d̪ e n a ɾ j o s
dende	spain+latin-america	d̪ ẽ n d̪ e
denegaciones	spain	d̪ e n e ɣ a θ j o n e s
denegación	spain	d̪ e n e ɣ a θ j õ n
denegada	spain+latin-america	d̪ e n e ɣ a ð a
denegado	spain+latin-america	d̪ e n e ɣ a ð o
denegó	spain+latin-america	d̪ e n e ɣ o
dengue	latin-america	d̪ ẽ ɲ j ɟ e
dengue	spain+latin-america	d̪ ẽ ɲ ɟ e
dengues	spain	d̪ ẽ ɲ ɟ e s
denigran	spain	d̪ e ɲ i ɣ ɾ ã n
denigrante	spain	d̪ e ɲ i ɣ ɾ ã n t̪ e
denigrantes	spain	d̪ e ɲ i ɣ ɾ ã n t̪ e s
denigrar	spain	d̪ e ɲ i ɣ ɾ a ɾ
denigrarle	spain	d̪ e ɲ i ɣ ɾ a ɾ l e
denigrarme	spain	d̪ e ɲ i ɣ ɾ a ɾ m e
denigrarnos	spain	d̪ e ɲ i ɣ ɾ a ɾ n o s
denigraron	spain	d̪ e ɲ i ɣ ɾ a ɾ õ n
denigrándome	spain	d̪ e ɲ i ɣ ɾ ã n d̪ o m e
denle	spain	d̪ ẽ n l e
denme	spain	d̪ ẽ m e
denodada	spain	d̪ e n o ð a ð a
denodadamente	spain	d̪ e n o ð a ð a m ẽ n t̪ e
denodado	spain	d̪ e n o ð a ð o
denomina	spain+latin-america	d̪ e n o m i n a
denominaba	spain+latin-america	d̪ e n o m i n a β a
denominaban	latin-america	d̪ e n o m i n a β ã
denominaban	latin-america	d̪ e n o m i n a β ã n
denominaciones	latin-america	d̪ e n o m i n a s j o n e
denominaciones	latin-america	d̪ e n o m i n a s j o n e h
denominaciones	latin-america	d̪ e n o m i n a s j o n e s
denominaciones	spain	d̪ e n o m i n a θ j o n e s
denominación	latin-america	d̪ e n o m i n a s j õ
denominación	latin-america	d̪ e n o m i n a s j õ n
denominación	spain	d̪ e n o m i n a θ j õ n
denominada	spain+latin-america	d̪ e n o m i n a ð a
denominadas	latin-america	d̪ e n o m i n a ð a
denominadas	latin-america	d̪ e n o m i n a ð a h
denominadas	spain+latin-america	d̪ e n o m i n a ð a s
denominado	spain+latin-america	d̪ e n o m i n a ð o
denominador	latin-america	d̪ e n o m i n a ð o r
denominador	latin-america	d̪ e n o m i n a ð o ɾ
denominados	latin-america	d̪ e n o m i n a ð o
denominados	latin-america	d̪ e n o m i n a ð o h
denominados	spain+latin-america	d̪ e n o m i n a ð o s
denominamos	latin-america	d̪ e n o m i n a m o
denominamos	spain+latin-america	d̪ e n o m i n a m o s
denominan	latin-america	d̪ e n o m i n ã
denominan	spain+latin-america	d̪ e n o m i n ã n
denominando	spain	d̪ e n o m i n ã n d̪ o
denominar	latin-america	d̪ e n o m i n a r
denominar	spain+latin-america	d̪ e n o m i n a ɾ
denominaron	latin-america	d̪ e n o m i n a ɾ õ
denominaron	spain+latin-america	d̪ e n o m i n a ɾ õ n
denominarse	latin-america	d̪ e n o m i n a r s e
denominarse	spain+latin-america	d̪ e n o m i n a ɾ s e
denominará	spain	d̪ e n o m i n a ɾ a
denominaría	latin-america	d̪ e n o m i n a ɾ i a
denominó	spain+latin-america	d̪ e n o m i n o
denos	spain	d̪ e n o s
denostaba	spain	d̪ e n o s t̪ a β a
denostaban	spain	d̪ e n o s t̪ a β ã n
denota	spain+latin-america	d̪ e n o t̪ a
denotaba	spain	d̪ e n o t̪ a β a
denotaban	spain	d̪ e n o t̪ a β ã n
denotado	latin-america	d̪ e n o t̪ a ð o
denotan	spain+latin-america	d̪ e n o t̪ ã n
denotando	spain	d̪ e n o t̪ ã n d̪ o
denotar	spain+latin-america	d̪ e n o t̪ a ɾ
denoyé	spain	d̪ e n o ʝ e
densa	spain+latin-america	d̪ ẽ n s a
densamente	spain+latin-america	d̪ ẽ n s a m ẽ n t̪ e
densas	latin-america	d̪ ẽ n s a
densas	spain+latin-america	d̪ ẽ n s a s
dense	spain	d̪ ẽ n s e
densidad	latin-america	d̪ ẽ n s i ð a
densidad	spain+latin-america	d̪ ẽ n s i ð a ð
densidades	latin-america	d̪ ẽ n s i ð a ð e s
denso	spain+latin-america	d̪ ẽ n s o
densos	latin-america	d̪ ẽ n s o
densos	latin-america	d̪ ẽ n s o h
densos	spain+latin-america	d̪ ẽ n s o s
densísima	spain	d̪ ẽ n s i s i m a
dentada	spain	d̪ ẽ n t̪ a ð a
dentadas	latin-america	d̪ ẽ n t̪ a ð a
dentadas	latin-america	d̪ ẽ n t̪ a ð a h
dentadas	spain+latin-america	d̪ ẽ n t̪ a ð a s
dentado	spain+latin-america	d̪ ẽ n t̪ a ð o
dentados	latin-america	d̪ ẽ n t̪ a ð o h
dentados	spain+latin-america	d̪ ẽ n t̪ a ð o s
dentadura	spain+latin-america	d̪ ẽ n t̪ a ð u ɾ a
dental	spain+latin-america	d̪ ẽ n t̪ a l
dentales	latin-america	d̪ ẽ n t̪ a l e
dentales	latin-america	d̪ ẽ n t̪ a l e h
dentales	latin-america	d̪ ẽ n t̪ a l e s
dentaria	spain+latin-america	d̪ ẽ n t̪ a ɾ j a
dentarias	latin-america	d̪ ẽ n t̪ a ɾ j a h
dentarias	latin-america	d̪ ẽ n t̪ a ɾ j a s
dentario	latin-america	d̪ ẽ n t̪ a ɾ j o
dentarios	latin-america	d̪ ẽ n t̪ a ɾ j o
dentarios	latin-america	d̪ ẽ n t̪ a ɾ j o s
dente	spain	d̪ ẽ n t̪ e
dentellada	spain	d̪ ẽ n t̪ e ʝ a ð a
dentelladas	spain	d̪ ẽ n t̪ e ʝ a ð a s
dentera	spain	d̪ ẽ n t̪ e ɾ a
dentición	latin-america	d̪ ẽ n t̪ i s j õ n
dentición	spain	d̪ ẽ n t̪ i θ j õ n
dentina	spain	d̪ ẽ n t̪ i n a
dentista	spain+latin-america	d̪ ẽ n t̪ i s t̪ a
dentra	spain	d̪ ẽ n t̪ ɾ a
dentre	spain	d̪ ẽ n t̪ ɾ e
dentro	spain+latin-america	d̪ ẽ n t̪ ɾ o
dentículas	spain	d̪ ẽ n t̪ i k u l a s
dentículos	latin-america	d̪ ẽ n t̪ i k u l o
dentículos	latin-america	d̪ ẽ n t̪ i k u l o s
denuedo	spain+latin-america	d̪ e n w e ð o
denuestos	spain+latin-america	d̪ e n w e s t̪ o s
denuncia	latin-america	d̪ e n ũ n s j a
denuncia	spain	d̪ e n ũ n θ j a
denunciaba	spain	d̪ e n ũ n θ j a β a
denunciaban	spain	d̪ e n ũ n θ j a β ã n
denunciada	latin-america	d̪ e n ũ n s j a ð a
denunciada	spain	d̪ e n ũ n θ j a ð a
denunciadas	latin-america	d̪ e n ũ n s j a ð a s
denunciado	latin-america	d̪ e n ũ n s j a ð o
denunciado	spain	d̪ e n ũ n θ j a ð o
denunciador	spain	d̪ e n ũ n θ j a ð o ɾ
denunciados	latin-america	d̪ e n ũ n s j a ð o
denunciados	latin-america	d̪ e n ũ n s j a ð o s
denuncian	latin-america	d̪ e n ũ n s j ã
denuncian	spain	d̪ e n ũ n θ j ã n
denuncian	spain+latin-america	d̪ e n ũ n s j ã n
denunciando	latin-america	d̪ e n ũ n s j ã n d̪ o
denunciando	spain	d̪ e n ũ n θ j ã n d̪ o
denunciante	latin-america	d̪ e n ũ n s j ã n t̪ e
denunciantes	latin-america	d̪ e n ũ n s j ã n t̪ e h
denunciantes	latin-america	d̪ e n ũ n s j ã n t̪ e s
denunciar	latin-america	d̪ e n ũ n s j a r
denunciar	latin-america	d̪ e n ũ n s j a ɾ
denunciar	spain	d̪ e n ũ n θ j a
denunciar	spain	d̪ e n ũ n θ j a ɾ
denunciara	latin-america	d̪ e n ũ n s j a ɾ a
denunciarlas	latin-america	d̪ e n ũ n s j a ɾ l a s
denunciarlo	latin-america	d̪ e n ũ n s j a r l o
denunciarlo	latin-america	d̪ e n ũ n s j a ɾ l o
denunciarlo	spain	d̪ e n ũ n θ j a ɾ l o
denunciarme	spain	d̪ e n ũ n θ j a ɾ m e
denunciaron	latin-america	d̪ e n ũ n s j a ɾ õ
denunciaron	latin-america	d̪ e n ũ n s j a ɾ õ n
denunciaron	spain	d̪ e n ũ n θ j a ɾ õ n
denunciaros	spain	d̪ e n ũ n θ j a ɾ o s
denunciarse	spain	d̪ e n ũ n θ j a ɾ s e
denunciará	latin-america	d̪ e n ũ n s j a ɾ a
denunciará	spain	d̪ e n ũ n θ j a ɾ a
denunciarán	latin-america	d̪ e n ũ n s j a ɾ ã n
denunciarán	spain	d̪ e n ũ n θ j a ɾ ã n
denunciarás	spain	d̪ e n ũ n θ j a ɾ a s
denunciaré	spain	d̪ e n ũ n θ j a ɾ e
denuncias	latin-america	d̪ e n ũ n s j a
denuncias	latin-america	d̪ e n ũ n s j a h
denuncias	latin-america	d̪ e n ũ n s j a s
denuncias	spain	d̪ e n ũ n θ j a s
denunciase	spain	d̪ e n ũ n θ j a s e
denuncie	spain	d̪ e n ũ n θ j e
denuncien	latin-america	d̪ e n ũ n s j ẽ
denuncien	latin-america	d̪ e n ũ n s j ẽ n
denuncio	spain	d̪ e n ũ n θ j o
denunciándome	spain	d̪ e n ũ n θ j ã n d̪ o m e
denuncié	spain	d̪ e n ũ n θ j e
denunciéis	spain	d̪ e n ũ n θ j e j s
denunció	latin-america	d̪ e n ũ n s j o
denunció	spain	d̪ e n ũ n θ j o
denís	spain	d̪ e ɲ i s
deos	spain	d̪ e o s
depara	spain	d̪ e p a ɾ a
deparaba	spain	d̪ e p a ɾ a β a
deparado	spain+latin-america	d̪ e p a ɾ a ð o
deparara	spain	d̪ e p a ɾ a ɾ a
depararan	spain	d̪ e p a ɾ a ɾ ã n
deparará	spain	d̪ e p a ɾ a ɾ a
deparase	spain	d̪ e p a ɾ a s e
depare	spain	d̪ e p a ɾ e
deparen	spain	d̪ e p a ɾ ẽ n
deparrón	spain	d̪ e p a r õ n
departa	spain	d̪ e p a ɾ t̪ a
departamental	spain+latin-america	d̪ e p a ɾ t̪ a m ẽ n t̪ a l
departamentales	latin-america	d̪ e p a ɾ t̪ a m ẽ n t̪ a l e h
departamentales	spain+latin-america	d̪ e p a ɾ t̪ a m ẽ n t̪ a l e s
departamento	spain+latin-america	d̪ e p a ɾ t̪ a m ẽ n t̪ o
departamentos	latin-america	d̪ e p a ɾ t̪ a m ẽ n t̪ o
departamentos	latin-america	d̪ e p a ɾ t̪ a m ẽ n t̪ o h
departamentos	spain+latin-america	d̪ e p a ɾ t̪ a m ẽ n t̪ o s
departiendo	spain	d̪ e p a ɾ t̪ j ẽ n d̪ o
departieron	spain	d̪ e p a ɾ t̪ i e ɾ õ n
departir	spain	d̪ e p a ɾ t̪ i ɾ
departió	spain	d̪ e p a ɾ t̪ j o
departía	spain	d̪ e p a ɾ t̪ i a
departían	spain	d̪ e p a ɾ t̪ i ã n
deparó	spain	d̪ e p a ɾ o
dependa	spain	d̪ e p ẽ n d̪ a
dependan	spain	d̪ e p ẽ n d̪ ã n
depende	spain+latin-america	d̪ e p ẽ n d̪ e
dependemos	spain	d̪ e p ẽ n d̪ e m o s
dependen	latin-america	d̪ e p ẽ n d̪ ẽ
dependen	spain+latin-america	d̪ e p ẽ n d̪ ẽ n
dependencia	latin-america	d̪ e p ẽ n d̪ ẽ n s j a
dependencia	spain	d̪ e p ẽ n d̪ ẽ n θ j a
dependencias	latin-america	d̪ e p ẽ n d̪ ẽ n s j a
dependencias	latin-america	d̪ e p ẽ n d̪ ẽ n s j a h
dependencias	latin-america	d̪ e p ẽ n d̪ ẽ n s j a s
dependencias	spain	d̪ e p ẽ n d̪ ẽ n θ j a s
depender	latin-america	d̪ e p ẽ n d̪ e
depender	latin-america	d̪ e p ẽ n d̪ e r
depender	spain+latin-america	d̪ e p ẽ n d̪ e ɾ
dependerá	spain+latin-america	d̪ e p ẽ n d̪ e ɾ a
dependería	spain+latin-america	d̪ e p ẽ n d̪ e ɾ i a
dependes	spain	d̪ e p ẽ n d̪ e s
dependido	spain+latin-america	d̪ e p ẽ n d̪ i ð o
dependiendo	spain+latin-america	d̪ e p ẽ n d̪ j ẽ n d̪ o
dependiente	spain+latin-america	d̪ e p ẽ n d̪ j ẽ n t̪ e
dependientes	latin-america	d̪ e p ẽ n d̪ j ẽ n t̪ e
dependientes	latin-america	d̪ e p ẽ n d̪ j ẽ n t̪ e h
dependientes	spain+latin-america	d̪ e p ẽ n d̪ j ẽ n t̪ e s
dependiera	spain	d̪ e p ẽ n d̪ j e ɾ a
dependiese	spain	d̪ e p ẽ n d̪ j e s e
dependió	spain+latin-america	d̪ e p ẽ n d̪ j o
dependía	spain+latin-america	d̪ e p ẽ n d̪ i a
dependían	spain+latin-america	d̪ e p ẽ n d̪ i ã n
depiladas	latin-america	d̪ e p i l a ð a s
depilan	spain+latin-america	d̪ e p i l ã n
depilatoria	spain+latin-america	d̪ e p i l a t̪ o ɾ j a
deplora	spain	d̪ e p l o ɾ a
deploraba	spain	d̪ e p l o ɾ a β a
deploraban	spain	d̪ e p l o ɾ a β ã n
deplorabilísima	spain	d̪ e p l o ɾ a β i ʎ i s i m a
deplorable	spain+latin-america	d̪ e p l o ɾ a β l e
deplorables	spain	d̪ e p l o ɾ a β l e s
deplorado	spain	d̪ e p l o ɾ a ð o
deploramos	spain	d̪ e p l o ɾ a m o s
deplorando	spain	d̪ e p l o ɾ ã n d̪ o
deplorar	spain	d̪ e p l o ɾ a ɾ
deplore	spain	d̪ e p l o ɾ e
deploro	spain	d̪ e p l o ɾ o
deploró	spain	d̪ e p l o ɾ o
depone	spain	d̪ e p o n e
deponed	spain	d̪ e p o n e ð
deponen	spain	d̪ e p o n ẽ n
deponer	spain	d̪ e p o n e ɾ
depongo	spain	d̪ e p õ ŋ ɡ o
deponiendo	spain	d̪ e p o ɲ j ẽ n d̪ o
deponían	spain	d̪ e p o ɲ i ã n
deportaciones	latin-america	d̪ e p o ɾ t̪ a s j o n e
deportaciones	latin-america	d̪ e p o ɾ t̪ a s j o n e s
deportación	latin-america	d̪ e p o ɾ t̪ a s j õ
deportación	latin-america	d̪ e p o ɾ t̪ a s j õ n
deportación	spain	d̪ e p o ɾ t̪ a θ j õ n
deportada	latin-america	d̪ e p o ɾ t̪ a ð a
deportado	latin-america	d̪ e p o ɾ t̪ a ð o
deportados	spain+latin-america	d̪ e p o ɾ t̪ a ð o s
deporte	spain+latin-america	d̪ e p o ɾ t̪ e
deportes	latin-america	d̪ e p o ɾ t̪ e
deportes	latin-america	d̪ e p o ɾ t̪ e h
deportes	spain+latin-america	d̪ e p o ɾ t̪ e s
deportista	spain+latin-america	d̪ e p o ɾ t̪ i s t̪ a
deportistas	latin-america	d̪ e p o ɾ t̪ i s t̪ a
deportistas	latin-america	d̪ e p o ɾ t̪ i s t̪ a h
deportistas	spain+latin-america	d̪ e p o ɾ t̪ i s t̪ a s
deportiva	spain+latin-america	d̪ e p o ɾ t̪ i β a
deportivamente	latin-america	d̪ e p o ɾ t̪ i β a m ẽ n t̪ e
deportivas	latin-america	d̪ e p o ɾ t̪ i β a
deportivas	latin-america	d̪ e p o ɾ t̪ i β a h
deportivas	spain+latin-america	d̪ e p o ɾ t̪ i β a s
deportivo	spain+latin-america	d̪ e p o ɾ t̪ i β o
deportivos	latin-america	d̪ e p o ɾ t̪ i β o
